iter	Passed	Remaining
413	753	1066
414	755	1064
415	757	1062
416	758	1060
417	760	1058
418	761	1056
419	763	1054
420	765	1052
421	766	1049
422	768	1048
423	769	1045
424	771	1043
425	773	1041
426	774	1039
427	776	1037
428	777	1035
429	779	1033
430	781	1031
431	782	1029
432	784	1027
433	786	1025
434	787	1023
435	789	1021
436	791	1019
437	792	1017
438	794	1015
439	796	1013
440	797	1011
441	799	1009
442	801	1007
443	802	1005
444	804	1003
445	805	1001
446	807	999
447	809	997
448	810	995
449	812	993
450	814	991
451	816	989
452	817	987
453	819	985
454	821	983
455	822	981
456	824	979
457	826	977
458	827	975
459	829	974
460	831	972
461	833	970
462	834	968
463	836	966
464	838	964
465	839	962
466	841	960
467	843	958
468	844	956
469	846	954
470	848	953
471	850	951
472	851	949
473	853	947
474	855	945
475	857	943
476	858	941
477	860	939
478	862	937
479	863	935
480	865	933
481	867	932
482	869	930
483	870	928
484	872	926
485	874	924
486	875	922
487	877	920
488	879	918
489	881	917
490	882	914
491	884	913
492	886	911
493	888	910
494	890	908
495	892	906
496	894	904
497	895	902
498	897	900
499	899	899
500	901	897
501	903	896
502	905	894
503	907	892
504	908	890
505	910	888
506	912	887
507	914	885
508	916	883
509	918	882
510	920	880
511	921	878
512	923	876
513	925	875
514	927	873
515	929	871
516	931	869
517	932	867
518	934	865
519	936	864
520	938	862
521	940	861
522	942	859
523	944	857
524	946	855
525	947	854
526	950	852
527	951	850
528	953	848
529	956	847
530	957	846
531	959	844
532	961	842
533	963	840
534	965	838
535	967	837
536	969	835
537	970	833
538	972	831
539	974	830
540	976	828
541	977	826
542	980	824
543	981	822
544	983	821
545	985	819
546	987	817
547	989	816
548	991	814
549	993	812
550	995	811
551	1014	823
552	1016	821
553	1017	819
554	1019	817
555	1021	815
556	1023	813
557	1025	812
558	1027	810
559	1028	808
560	1030	806
561	1033	805
562	1034	803
563	1036	801
564	1038	799
565	1040	797
566	1042	795
567	1043	794
568	1045	792
569	1047	790
570	1049	788
571	1051	786
572	1052	784
573	1054	782
574	1056	780
575	1058	778
576	1059	776
577	1061	774
578	1063	773
579	1065	771
580	1066	769
581	1068	767
582	1070	765
583	1071	763
584	1073	761
585	1075	759
586	1077	758
587	1079	756
588	1080	754
589	1082	752
590	1084	750
591	1085	748
592	1087	746
593	1089	744
594	1090	742
595	1092	740
596	1094	738
597	1095	736
598	1097	734
599	1099	732
600	1101	731
601	1103	729
602	1104	727
603	1107	725
604	1108	723
605	1110	721
606	1112	719
607	1114	718
608	1116	716
609	1117	714
610	1119	712
611	1121	711
612	1123	709
613	1125	707
614	1127	706
615	1129	704
616	1131	702
617	1133	700
618	1134	698
619	1136	696
620	1137	694
621	1139	692
622	1141	690
623	1142	688
624	1145	687
625	1147	685
626	1148	683
627	1150	681
628	1152	679
629	1154	677
630	1156	676
631	1157	674
632	1159	672
633	1161	670
634	1162	668
635	1164	666
636	1165	664
637	1167	662
638	1169	660
639	1170	658
640	1172	656
641	1174	654
642	1175	652
643	1177	650
644	1179	648
645	1180	646
646	1182	645
647	1184	643
648	1185	641
649	1187	639
650	1189	637
651	1191	635
652	1192	633
653	1194	631
654	1196	630
655	1198	628
656	1200	626
657	1201	624
658	1203	622
659	1204	620
660	1206	618
661	1208	616
662	1209	614
663	1211	612
664	1213	611
665	1214	609
666	1216	607
667	1217	605
668	1219	603
669	1220	601
670	1222	599
671	1223	597
672	1225	595
673	1227	593
674	1228	591
675	1230	589
676	1231	587
677	1233	585
678	1234	583
679	1236	581
680	1238	579
681	1239	578
682	1241	576
683	1242	574
684	1244	572
685	1246	570
686	1247	568
687	1249	566
688	1250	564
689	1252	562
690	1254	560
691	1255	558
692	1257	556
693	1258	555
694	1260	553
695	1261	551
696	1263	549
697	1265	547
698	1266	545
699	1268	543
700	1269	541
701	1271	539
702	1273	537
703	1274	535
704	1276	533
705	1277	532
706	1279	530
707	1280	528
708	1282	526
709	1284	524
710	1285	522
711	1287	520
712	1288	518
713	1290	516
714	1291	514
715	1294	513
716	1296	511
717	1298	509
718	1299	508
719	1301	506
720	1303	504
721	1305	502
722	1306	500
723	1308	498
724	1310	497
725	1312	495
726	1314	493
727	1316	491
728	1318	490
729	1320	488
730	1322	486
731	1324	484
732	1325	482
733	1327	481
734	1329	479
735	1331	477
736	1333	475
737	1334	473
738	1336	472
739	1338	470
740	1340	468
741	1342	466
742	1343	464
743	1345	463
744	1347	461
745	1349	459
746	1351	457
747	1352	455
748	1354	453
749	1356	452
750	1358	450
751	1359	448
752	1361	446
753	1362	444
754	1364	442
755	1366	441
756	1368	439
757	1370	437
758	1372	435
759	1373	433
760	1375	432
761	1377	430
762	1379	428
763	1381	426
764	1382	424
765	1384	422
766	1386	421
767	1388	419
768	1390	417
769	1392	415
770	1394	414
771	1395	412
772	1397	410
773	1399	408
774	1401	406
775	1403	405
776	1405	403
777	1406	401
778	1408	399
779	1410	397
780	1412	396
781	1414	394
782	1415	392
783	1417	390
784	1418	388
785	1420	386
786	1422	385
787	1424	383
788	1426	381
789	1427	379
790	1429	377
791	1431	375
792	1432	374
793	1434	372
794	1436	370
795	1438	368
796	1439	366
797	1441	364
798	1442	362
799	1444	361
800	1446	359
801	1447	357
802	1449	355
803	1451	353
804	1453	351
805	1454	350
806	1456	348
807	1458	346
808	1460	344
809	1462	342
810	1464	341
811	1466	339
812	1467	337
813	1470	335
814	1472	334
815	1475	332
816	1477	330
817	1497	333
818	1499	331
819	1501	329
820	1503	327
821	1506	326
822	1508	324
823	1510	322
824	1512	320
825	1515	319
826	1517	317
827	1520	315
828	1524	314
829	1526	312
830	1528	310
831	1531	309
832	1534	307
833	1536	305
834	1538	304
835	1541	302
836	1543	300
837	1545	298
838	1548	297
839	1551	295
840	1554	293
841	1558	292
842	1561	290
843	1564	289
844	1567	287
845	1571	286
846	1574	284
847	1576	282
848	1579	280
849	1581	279
850	1583	277
851	1586	275
852	1589	273
853	1591	272
854	1593	270
855	1596	268
856	1597	266
857	1600	264
858	1602	263
859	1604	261
860	1608	259
861	1610	257
862	1613	256
863	1615	254
864	1617	252
865	1621	250
866	1623	249
867	1626	247
868	1628	245
869	1630	243
870	1635	242
871	1639	240
872	1653	240
873	1655	238
874	1659	237
875	1661	235
876	1665	233
877	1667	231
878	1669	229
879	1671	227
880	1673	226
881	1675	224
882	1678	222
883	1680	220
884	1684	218
885	1686	216
886	1688	215
887	1690	213
888	1692	211
889	1694	209
890	1697	207
891	1698	205
892	1701	203
893	1703	201
894	1705	200
895	1708	198
896	1710	196
897	1712	194
898	1714	192
899	1716	190
900	1719	188
901	1721	186
902	1723	185
903	1725	183
904	1727	181
905	1730	179
906	1732	177
907	1735	175
908	1737	173
909	1739	172
910	1741	170
911	1743	168
912	1745	166
913	1748	164
914	1750	162
915	1752	160
916	1753	158
917	1755	156
918	1757	154
919	1759	153
920	1761	151
921	1763	149
922	1765	147
923	1767	145
924	1769	143
925	1770	141
926	1772	139
927	1774	137
928	1776	135
929	1777	133
930	1779	131
931	1781	129
932	1783	128
933	1785	126
934	1787	124
935	1789	122
936	1791	120
937	1793	118
938	1794	116
939	1796	114
940	1798	112
941	1799	110
942	1801	108
943	1803	106
944	1805	105
945	1807	103
946	1808	101
947	1810	99
948	1812	97
949	1813	95
950	1815	93
951	1817	91
952	1819	89
953	1821	87
954	1823	85
955	1824	83
956	1826	82
957	1828	80
958	1830	78
959	1832	76
960	1834	74
961	1836	72
962	1838	70
963	1839	68
964	1841	66
965	1843	64
966	1845	62
967	1846	61
968	1848	59
969	1850	57
970	1852	55
971	1854	53
972	1856	51
973	1859	49
974	1861	47
975	1863	45
976	1864	43
977	1866	41
978	1868	40
979	1870	38
980	1872	36
981	1874	34
982	1876	32
983	1878	30
984	1880	28
985	1882	26
986	1884	24
987	1886	22
988	1888	20
989	1889	19
990	1892	17
991	1894	15
992	1896	13
993	1897	11
994	1899	9
995	1901	7
996	1903	5
997	1905	3
998	1907	1
999	1909	0
