iter	Logloss
126	0.353111859
127	0.3519172623
128	0.3506552358
129	0.3498169318
130	0.3487628241
131	0.3477833616
132	0.3468236131
133	0.3458760077
134	0.3447428852
135	0.3438855512
136	0.3431160033
137	0.3416498309
138	0.3406475432
139	0.3396105093
140	0.3384618325
141	0.3372559196
142	0.3362600324
143	0.3354700211
144	0.3342474092
145	0.3332547807
146	0.3322256356
147	0.3313188883
148	0.3302659445
149	0.3290330627
150	0.3283261285
151	0.3272662546
152	0.3263505983
153	0.3254409142
154	0.3243587527
155	0.3236650756
156	0.3229761171
157	0.32191512
158	0.3211013708
159	0.3204593066
160	0.319634818
161	0.3187584704
162	0.3181251639
163	0.3172420456
164	0.3163554964
165	0.3154215757
166	0.3147747906
167	0.3139157187
168	0.3132495536
169	0.3124148641
170	0.3115410338
171	0.3109168837
172	0.3100123796
173	0.3092829509
174	0.3086152642
175	0.3078084817
176	0.3067754372
177	0.3059446158
178	0.3052015013
179	0.3044178322
180	0.3035503479
181	0.3027496293
182	0.3023141165
183	0.3014142298
184	0.3007795038
185	0.2998459032
186	0.2992355281
187	0.2986533991
188	0.2979971675
189	0.2973515283
190	0.2965580675
191	0.2959578278
192	0.2951264137
193	0.2943562184
194	0.2933927939
195	0.2927196416
196	0.2919467678
197	0.2913623661
198	0.2907575173
199	0.2901692287
200	0.2895696379
201	0.2889452613
202	0.2882963364
203	0.2876671044
204	0.2868811599
205	0.2862195964
206	0.2856038302
207	0.2849317615
208	0.2842640777
209	0.2837439299
210	0.2830672067
211	0.2826909538
212	0.2823238859
213	0.281396583
214	0.2805117644
215	0.279904439
216	0.2791844611
217	0.2786932782
218	0.2783172543
219	0.2777342586
220	0.2771490148
221	0.2768299523
222	0.2762359868
223	0.2756137206
224	0.2748532898
225	0.2742610842
226	0.2734494827
227	0.2730770356
228	0.2725681061
229	0.2718525687
230	0.2713478473
231	0.2709278075
232	0.2704793259
233	0.2699055441
234	0.2692013084
235	0.2686601592
236	0.2682070829
237	0.2677856833
238	0.2669705472
239	0.2663889793
240	0.2659201471
241	0.2653612398
242	0.2646916927
243	0.2640645643
244	0.2634663135
245	0.262957175
246	0.2623900365
247	0.2617960355
248	0.2612244239
249	0.260568366
250	0.260132997
251	0.2596523931
252	0.2591111226
253	0.2584751821
254	0.2580849912
255	0.2578207569
256	0.2572560724
257	0.2569408053
258	0.2563495941
259	0.2558778134
260	0.2555132674
261	0.2550582338
262	0.2543532232
263	0.2538784419
264	0.2533965278
265	0.2527352952
266	0.2523713551
267	0.2519242161
268	0.2511087838
269	0.2507257953
270	0.2501640304
271	0.2497606276
272	0.2492259588
273	0.2487797363
274	0.248166766
275	0.2477480918
276	0.2472018506
277	0.2466923069
278	0.2463405364
279	0.2459388647
280	0.2455352978
281	0.2450794651
282	0.244679687
283	0.2443727098
284	0.2440108852
285	0.2434822268
286	0.2431382727
287	0.2429152041
288	0.2423088296
289	0.2419437311
290	0.2415360601
291	0.2411190541
292	0.2407691681
293	0.2401720427
294	0.2397396243
295	0.2393333977
296	0.2388236226
297	0.2382866398
298	0.2379734482
299	0.2374878363
300	0.2371434356
301	0.2368283254
302	0.2365261782
303	0.236233185
304	0.2359448714
305	0.2355872412
306	0.2350958501
307	0.2343896871
308	0.2338772483
309	0.2334996044
310	0.2331936424
311	0.2328338528
312	0.2325321769
313	0.2321997358
314	0.2316798983
315	0.2310545261
316	0.2306820826
317	0.2303127326
318	0.2300554176
319	0.2294825177
320	0.2290961645
321	0.2286918793
322	0.228433189
323	0.2281198983
324	0.2278163702
325	0.2271395068
326	0.226617544
327	0.2261636071
328	0.2258392724
329	0.2255230155
330	0.2252289616
331	0.2249140914
332	0.2244686238
333	0.2240101305
334	0.2236114723
335	0.2231583334
336	0.222850954
337	0.2224115363
338	0.2220731449
339	0.2215901
340	0.2212598658
341	0.2209962782
342	0.2205842174
343	0.2201769848
344	0.2199190295
345	0.2194895699
346	0.2192293932
347	0.2185859749
348	0.2183193606
349	0.2180208505
350	0.2176619387
351	0.2170813205
352	0.2166475461
353	0.2163097701
354	0.2159128762
355	0.2153446502
356	0.2149462263
357	0.2145555041
358	0.2141839802
359	0.2137056048
360	0.2132471247
361	0.2128670814
362	0.2124767399
363	0.2121380855
364	0.2118342056
365	0.2113166377
366	0.2109401803
367	0.2102273109
368	0.2098689709
369	0.2095992348
370	0.2090670935
371	0.2088040158
372	0.2084538477
373	0.207972888
374	0.2074854718
375	0.2071919263
376	0.2068543394
377	0.2065217242
378	0.2062738838
379	0.2057721855
380	0.2054441464
381	0.2050180327
382	0.2046395791
383	0.2042422353
384	0.2039399304
385	0.2035772519
386	0.2032807962
387	0.202891306
388	0.2026327415
389	0.2022334108
390	0.2018393747
391	0.2014949547
392	0.2012191674
393	0.2008798962
394	0.2004951508
395	0.200127539
396	0.1998433218
397	0.1995946807
398	0.1993759733
399	0.1991325289
400	0.1988086891
401	0.1985155815
402	0.1982533968
403	0.1978511516
404	0.1975140085
405	0.1969819646
406	0.1966026087
407	0.1963709413
408	0.1960626186
409	0.1956908626
410	0.1953345323
411	0.1951916034
412	0.1948281016
413	0.1945654392
414	0.1943587166
415	0.1941676611
416	0.1940217908
417	0.1937831804
418	0.1934513838
419	0.1932370891
420	0.193058172
421	0.1926232244
422	0.1923354874
423	0.1921322299
424	0.1918215253
425	0.1915414349
426	0.1910929541
427	0.1908582299
428	0.1905261536
429	0.1902291362
430	0.1898787188
431	0.1895188228
432	0.1892325479
433	0.1887872551
434	0.1886312029
435	0.1884072548
436	0.1881211368
437	0.1877016185
438	0.1873611918
439	0.1870797042
440	0.1868298873
441	0.1865159349
442	0.1860613098
443	0.1857804129
444	0.1855812496
445	0.1851668883
446	0.1847588263
447	0.1844855246
448	0.1840212812
449	0.1836929472
450	0.1834389569
451	0.1831760065
452	0.1828989805
453	0.1826403335
454	0.1824265353
455	0.1822576059
456	0.1820968853
457	0.1816643836
458	0.1814453379
459	0.181128007
460	0.1808476666
461	0.1804808814
462	0.1802123926
463	0.1800806712
464	0.1798156506
465	0.1794438591
466	0.1791924911
467	0.1787334618
468	0.1782711287
469	0.1779422221
470	0.1776259236
471	0.1774088225
472	0.177238131
473	0.1769638143
474	0.1766528439
475	0.1764059142
476	0.1760725931
477	0.1757413597
478	0.1753756443
479	0.1751736016
480	0.1748752425
481	0.1744098793
482	0.1742370777
483	0.1739367611
484	0.1737306927
485	0.173380398
486	0.1731882371
487	0.1728299673
488	0.1725410172
489	0.1723299839
490	0.1720743813
491	0.1718902326
492	0.1715709617
493	0.1711991208
494	0.1708481176
495	0.1706454771
496	0.1702516555
497	0.1699946248
498	0.169707664
499	0.1694589659
500	0.1692789664
501	0.1689432566
502	0.1686012172
503	0.1681960036
504	0.1679270964
505	0.1678076696
506	0.1675719338
507	0.1673855031
508	0.1671789529
509	0.1668149893
510	0.166664669
511	0.1664790529
512	0.1661902289
513	0.1659008433
514	0.1656772755
515	0.1653834079
516	0.165175042
517	0.1648939785
518	0.164670966
519	0.1644378391
520	0.1640623167
521	0.1638725028
522	0.1634170726
523	0.1630971097
524	0.1628716277
525	0.1625239026
526	0.1621816894
527	0.1619942233
528	0.1615967498
529	0.1612937485
530	0.1610109102
531	0.1607726697
532	0.1605303432
533	0.1603450152
534	0.1599830828
535	0.159619948
536	0.1592101813
537	0.1590916576
538	0.1587661037
539	0.1586174438
540	0.1584199867
541	0.1580963392
542	0.1578255124
543	0.1575128618
544	0.1573758654
545	0.1570216165
546	0.1567399435
547	0.1564909887
548	0.1562785022
549	0.1560212798
550	0.1558672103
551	0.1555512807
552	0.1551275904
553	0.1548821775
554	0.1546748967
555	0.1544558058
556	0.1542680627
557	0.1540690137
558	0.153753073
559	0.1535359531
560	0.1533558473
561	0.1531993977
562	0.152896211
563	0.1527413367
564	0.1525578698
565	0.1522601658
566	0.1520574144
567	0.1517988887
568	0.1515228615
569	0.151384398
570	0.1512552683
571	0.1509221141
572	0.1507823246
573	0.1504124877
574	0.1501453658
575	0.1498569618
576	0.1495914768
577	0.1492346464
578	0.1489557603
579	0.148665479
580	0.1483428429
581	0.1481374907
582	0.1478365312
583	0.1476322093
584	0.1473693783
585	0.1470531603
586	0.1468604863
587	0.146636487
588	0.146286301
589	0.1459698636
590	0.1457802052
591	0.1456240922
592	0.1454388894
593	0.1451520108
594	0.1449507295
595	0.1446884092
596	0.1444863281
597	0.1442398464
598	0.1439727537
599	0.1436889339
600	0.1434522536
601	0.1432360339
602	0.1430125771
603	0.1427891158
604	0.1425818061
605	0.1423401499
606	0.1420603182
607	0.1417729088
608	0.141557867
609	0.1414130059
610	0.1412081467
611	0.1410002469
612	0.1408437329
613	0.1407024699
614	0.1404999545
615	0.1402361338
616	0.1399760335
617	0.1397853828
618	0.1394770048
619	0.1391805446
620	0.1389119623
621	0.1385874594
622	0.1383568084
623	0.1380826927
624	0.1378721357
625	0.1376152176
626	0.1374003789
627	0.1372330894
628	0.137102348
629	0.1369756611
630	0.1367031703
631	0.1363182566
632	0.1359184527
633	0.1357192651
634	0.1354713202
635	0.1352241922
636	0.1350134952
637	0.1348164654
638	0.1346338214
639	0.1343355995
640	0.1342121442
641	0.1340433816
642	0.1338213637
643	0.1334834869
644	0.1332666812
645	0.1330100545
646	0.1328068225
647	0.1326065138
648	0.1323607131
649	0.1321329782
650	0.1319114862
651	0.1316999987
652	0.1315431278
653	0.1313295774
654	0.1310550869
655	0.1308144311
656	0.1306038921
657	0.1303010523
658	0.1300440972
659	0.129761443
660	0.129623581
661	0.1294391758
662	0.1292902039
663	0.129070571
664	0.1288600188
665	0.1287368108
666	0.1285132523
667	0.1282875174
668	0.1281294522
669	0.127929504
670	0.1276520192
671	0.1274745452
672	0.1272239036
673	0.1269138181
674	0.1267168661
675	0.1266163415
676	0.1264091276
677	0.1262181749
678	0.1260445368
679	0.1259310877
680	0.1257779385
681	0.1256107927
682	0.125316834
683	0.1251587018
684	0.1250076539
685	0.124764971
686	0.1245957588
687	0.1244586362
688	0.1242733569
689	0.1240470518
690	0.1238201289
691	0.1234931452
692	0.123309315
693	0.1231153606
694	0.1229054449
695	0.1227204438
696	0.1224582719
697	0.1222844802
698	0.1221597462
699	0.1219697535
700	0.1217405738
701	0.1215502526
702	0.1213814075
703	0.1212123141
704	0.1209857653
705	0.1208535875
706	0.1206851028
707	0.1205269022
708	0.1202252576
709	0.1199975024
710	0.1198127618
711	0.1195356719
712	0.1193896097
713	0.11906985
714	0.1188182252
715	0.1186023874
716	0.1184674482
717	0.1183471029
718	0.118131372
719	0.1180033218
720	0.1177294486
721	0.1175950742
722	0.1174332948
723	0.1172555949
724	0.1169918016
725	0.116754
726	0.1165657058
727	0.1163407237
728	0.1161214134
729	0.1158432881
730	0.1156296984
731	0.1155145505
732	0.1153895482
733	0.1150269475
734	0.1147005958
735	0.1144722744
736	0.1141850821
737	0.1139426111
738	0.1137622579
739	0.1136034407
740	0.113373681
741	0.1130969124
742	0.1128576068
743	0.1126059313
744	0.1123509456
745	0.1121402419
746	0.1119880277
747	0.1117570454
748	0.1116180783
749	0.1113627857
750	0.1111822958
751	0.1110313693
752	0.110900945
753	0.1106672338
754	0.1104427124
755	0.1101993793
756	0.1100154025
757	0.1098468777
758	0.1096309104
759	0.1094419969
760	0.1092732938
761	0.1091471788
762	0.1089621143
763	0.1087356697
764	0.1086128868
765	0.1084600459
766	0.1083156511
767	0.1081499398
768	0.1078228239
769	0.1076498245
770	0.1074178342
771	0.1072614967
772	0.1070068556
773	0.10687316
774	0.1067238366
775	0.10652284
776	0.1063101423
777	0.1061552148
778	0.105991085
779	0.1057556662
780	0.105442608
781	0.1052571635
782	0.1051364846
783	0.105012097
784	0.1048112589
785	0.1046116707
786	0.1043993244
787	0.1042407087
788	0.104063221
789	0.1038819106
790	0.1037148989
791	0.1035655195
792	0.1034518786
793	0.1032158452
794	0.1030196711
795	0.1027946206
796	0.1026731475
797	0.1025025746
798	0.1022623929
799	0.1020211283
800	0.1018266693
801	0.1016741802
802	0.1015863887
803	0.1014410622
804	0.1012702065
805	0.101147294
806	0.1009497945
807	0.1007476926
808	0.1006001526
809	0.1003517014
810	0.1001761255
811	0.09998691783
812	0.09976514798
813	0.09966056863
814	0.0994973348
815	0.09933450664
816	0.09915399333
817	0.09901670798
818	0.0988804907
819	0.09864255675
820	0.09854294873
821	0.09840265951
822	0.09818492429
823	0.09792835263
824	0.09781138122
825	0.09759965623
826	0.09731663363
827	0.09712188362
828	0.09695464098
829	0.09687505915
830	0.09675258993
831	0.09664342511
832	0.09652061529
833	0.09634767175
834	0.09621353145
835	0.0960301979
836	0.09586535285
837	0.09567188552
838	0.09557660501
839	0.09539713044
840	0.0952220803
841	0.09505099348
842	0.09482655217
843	0.09463811216
844	0.09444344982
845	0.09426251921
846	0.09414788725
847	0.09397961299
848	0.09383652317
849	0.09373240684
850	0.0935729152
851	0.09332900889
852	0.09323131793
853	0.0931014411
854	0.09291515477
855	0.09281281129
856	0.0926810321
857	0.09251989853
858	0.09240163003
859	0.09227289547
860	0.09211355705
861	0.0919362559
862	0.09175600408
863	0.09156657323
864	0.09135875743
865	0.09113516847
866	0.09098119233
867	0.09083974329
868	0.09073346961
869	0.09054741894
870	0.09046134221
871	0.09032915002
872	0.09023343943
873	0.09011835567
874	0.08997298244
875	0.08977417457
876	0.08959843761
877	0.08947662992
878	0.0893551676
879	0.08924640367
880	0.08904322809
881	0.08884649341
882	0.08866113112
883	0.08850927803
884	0.08836616597
885	0.08824691097
886	0.088156579
887	0.08803852378
888	0.08793042536
889	0.08785117055
890	0.08777064252
891	0.08767026041
892	0.08750246804
893	0.08734917822
894	0.08723061324
895	0.08707448098
896	0.08689514475
897	0.086708235
898	0.08654462586
899	0.08636150801
900	0.08620999376
901	0.08604443012
902	0.08592993973
903	0.08579669329
904	0.08568835871
905	0.0855351973
906	0.08540013915
907	0.08521113294
908	0.08512160938
909	0.08497143139
910	0.0848152777
911	0.08466291151
912	0.08450239649
913	0.08436455345
914	0.08426068319
915	0.08413224803
916	0.08404829403
917	0.08391425735
918	0.08381783264
919	0.08374438687
920	0.08360109542
921	0.08345743769
922	0.08333935624
923	0.08318207015
924	0.08304250926
925	0.08290474625
926	0.08276759392
927	0.08267915759
928	0.08250448336
929	0.08237703522
930	0.08223351236
931	0.08208236548
932	0.08200034432
933	0.08189504646
934	0.08180499977
935	0.0816730943
936	0.08152261025
937	0.08137666309
938	0.08127756758
939	0.08117870457
940	0.0809759112
941	0.08083948341
942	0.08073788436
943	0.08061478891
944	0.08045128955
945	0.08031442659
946	0.08020190476
947	0.08006549438
948	0.07993981399
949	0.07981081095
950	0.07974276273
951	0.07958759506
952	0.07947351223
953	0.07936331685
954	0.07920198683
955	0.07909413033
956	0.07895974965
957	0.07888345672
958	0.07876573789
959	0.07865056875
960	0.07854200481
961	0.07844601226
962	0.07835198725
963	0.07824843439
964	0.07810600244
965	0.07793696114
966	0.07781366151
967	0.0776303846
968	0.07752035871
969	0.07742517401
970	0.07728826896
971	0.0771974521
972	0.07709081409
973	0.07695384755
974	0.07687749321
975	0.07675599212
976	0.07660392124
977	0.07648980442
978	0.0763889457
979	0.0762557874
980	0.07615501777
981	0.07605685738
982	0.07594570525
983	0.07586455915
984	0.07569615152
985	0.0756089538
986	0.07551608246
987	0.07534289604
988	0.07526727428
989	0.07514936596
990	0.07504435707
991	0.07494221788
992	0.07481216918
993	0.07465786922
994	0.07453712937
995	0.07447493955
996	0.074384451
997	0.07432033722
998	0.07422317467
999	0.0740572774
